dependency_category,index,link_str,project,option_name,option_value,option_type,option_file,option_technology,dependent_option_name,dependent_option_value,dependent_option_type,dependent_option_file,dependent_option_technology,config_type,rating,final_rating,final_category,sub_category,explanation
value-equality,154,mall-swarm::::mall-gateway/pom.xml::::project::::parent_mall-swarm::::version::::version:1.0-SNAPSHOT <-> mall-swarm::::mall-mbg/pom.xml::::project::::version::::version:1.0-SNAPSHOT,mall-swarm,project.parent_mall-swarm.version,version:1.0-SNAPSHOT,ConfigType.VERSION_NUMBER,mall-gateway/pom.xml,maven,project.version,version:1.0-SNAPSHOT,ConfigType.VERSION_NUMBER,mall-mbg/pom.xml,maven,correct,Borderline,False,Version Numbers,Project Version,submodules can have different versions unless explicitly stated
value-equality,287,music-website::::music-server/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-web::::groupId::::org.springframework.boot <-> music-website::::music-server/pom.xml::::project::::parent_spring-boot-starter-parent::::groupId::::org.springframework.boot,music-website,project.dependencies.dependency_spring-boot-starter-web.groupId,org.springframework.boot,ConfigType.NAME,music-server/pom.xml,maven,project.parent_spring-boot-starter-parent.groupId,org.springframework.boot,ConfigType.NAME,music-server/pom.xml,maven,correct,FALSE,False,Libraries,Maven Dependency,different dependencies can have their own groupID
value-equality,360,pig::::docker-compose.yml::::services::::pig-codegen::::restart::::always <-> pig::::docker-compose.yml::::services::::pig-quartz::::restart::::always,pig,services.pig-codegen.restart,always,ConfigType.MODE,docker-compose.yml,docker-compose,services.pig-quartz.restart,always,ConfigType.MODE,docker-compose.yml,docker-compose,correct,FALSE,False,Independent Components,Different Services,services are independent of each other
value-equality,229,mall::::mall-admin/src/main/resources/application-dev.yml::::minio.bucketName::::mall <-> mall::::mall-portal/src/main/resources/application-prod.yml::::spring.rabbitmq.password::::mall,mall,minio.bucketName,mall,ConfigType.UNKNOWN,mall-admin/src/main/resources/application-dev.yml,spring,spring.rabbitmq.password,mall,ConfigType.PASSWORD,mall-portal/src/main/resources/application-prod.yml,spring,correct,FALSE,False,Generic Names,Names,different options that are not related
value-equality,458,Spring-Cloud-Platform::::ace-modules/ace-generator/src/main/resources/application.yml::::feign.compression.response.enabled::::True <-> Spring-Cloud-Platform::::ace-modules/ace-sample/src/main/resources/application.yml::::feign.compression.request.enabled::::True,Spring-Cloud-Platform,feign.compression.response.enabled,TRUE,ConfigType.BOOLEAN,ace-modules/ace-generator/src/main/resources/application.yml,spring,feign.compression.request.enabled,TRUE,ConfigType.BOOLEAN,ace-modules/ace-sample/src/main/resources/application.yml,spring,correct,FALSE,False,Boolean,Boolean,different options that are not related
value-equality,33,apollo::::apollo-buildtools/pom.xml::::project::::parent_apollo::::groupId::::com.ctrip.framework.apollo <-> apollo::::pom.xml::::project::::dependencyManagement::::dependencies::::dependency_apollo-common::::groupId::::com.ctrip.framework.apollo,apollo,project.parent_apollo.groupId,com.ctrip.framework.apollo,ConfigType.NAME,apollo-buildtools/pom.xml,maven,project.dependencyManagement.dependencies.dependency_apollo-common.groupId,com.ctrip.framework.apollo,ConfigType.NAME,pom.xml,maven,correct,Borderline,True,Multi-Maven-Modules,Project Inheritance,"modules do not specify their own groupID but inherit it from the parent module, whenever the module is used (inheritance, dependency, etc) the groupID has to be the same"
value-equality,433,spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-reactive/src/main/resources/application-dev.yml::::spring.boot.admin.ui.cache-templates::::False <-> spring-boot-admin::::spring-boot-admin-server/src/test/resources/application.yml::::spring.jmx.enabled::::False,spring-boot-admin,spring.boot.admin.ui.cache-templates,FALSE,ConfigType.BOOLEAN,spring-boot-admin-samples/spring-boot-admin-sample-reactive/src/main/resources/application-dev.yml,spring,spring.jmx.enabled,FALSE,ConfigType.BOOLEAN,spring-boot-admin-server/src/test/resources/application.yml,spring,correct,FALSE,False,Boolean,Boolean,different options that are not related
value-equality,358,pig::::pig-common/pig-common-feign/pom.xml::::project::::parent_pig-common::::version::::version:${revision} <-> pig::::pig-upms/pig-upms-api/pom.xml::::project::::parent_pig-upms::::version::::version:${revision},pig,project.parent_pig-common.version,version:${revision},ConfigType.VERSION_NUMBER,pig-common/pig-common-feign/pom.xml,maven,project.parent_pig-upms.version,version:${revision},ConfigType.VERSION_NUMBER,pig-upms/pig-upms-api/pom.xml,maven,correct,TRUE,True,Multi-Maven-Modules,Maven Properties,"child POM inherit from parent POM, intended to be consistent"
value-equality,171,mall-swarm::::mall-gateway/pom.xml::::project::::modelVersion::::modelVersion:4.0.0 <-> mall-swarm::::mall-monitor/pom.xml::::project::::modelVersion::::modelVersion:4.0.0,mall-swarm,project.modelVersion,modelVersion:4.0.0,ConfigType.VERSION_NUMBER,mall-gateway/pom.xml,maven,project.modelVersion,modelVersion:4.0.0,ConfigType.VERSION_NUMBER,mall-monitor/pom.xml,maven,correct,TRUE,True,Version Numbers,POM Version,modelVersion has to be consistent across all modules and is generally set to 4.0.0 since it is the only supported version
value-equality,465,Spring-Cloud-Platform::::ace-modules/ace-generator/src/main/resources/application.yml::::ribbon.MaxAutoRetriesNextServer::::1 <-> Spring-Cloud-Platform::::ace-modules/ace-sample/src/main/resources/application.yml::::ribbon.MaxAutoRetriesNextServer::::1,Spring-Cloud-Platform,ribbon.MaxAutoRetriesNextServer,1,ConfigType.NUMBER,ace-modules/ace-generator/src/main/resources/application.yml,spring,ribbon.MaxAutoRetriesNextServer,1,ConfigType.NUMBER,ace-modules/ace-sample/src/main/resources/application.yml,spring,correct,Borderline,False,Integers,Number,same option but value can be different
value-equality,220,mall::::mall-admin/src/main/resources/application.yml::::redis.database::::mall <-> mall::::mall-portal/src/main/resources/application.yml::::redis.database::::mall,mall,redis.database,mall,ConfigType.NAME,mall-admin/src/main/resources/application.yml,spring,redis.database,mall,ConfigType.NAME,mall-portal/src/main/resources/application.yml,spring,correct,Borderline,False,Datasource,Datasource,modules actually do not share datasource unless explcitly stated
value-equality,417,spring-boot-admin::::spring-boot-admin-samples/pom.xml::::project::::artifactId::::spring-boot-admin-samples <-> spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-zookeeper/pom.xml::::project::::parent_spring-boot-admin-samples::::artifactId::::spring-boot-admin-samples,spring-boot-admin,project.artifactId,spring-boot-admin-samples,ConfigType.NAME,spring-boot-admin-samples/pom.xml,maven,project.parent_spring-boot-admin-samples.artifactId,spring-boot-admin-samples,ConfigType.NAME,spring-boot-admin-samples/spring-boot-admin-sample-zookeeper/pom.xml,maven,correct,Borderline,True,Multi-Maven-Modules,Project Inheritance,artifactID is inherited from parent
value-equality,111,litemall::::litemall-wx-api/pom.xml::::project::::build::::plugins::::plugin_spring-boot-maven-plugin::::executions::::execution_repackage::::configuration::::executable::::true <-> litemall::::pom.xml::::project::::properties::::maven.test.skip::::true,litemall,project.build.plugins.plugin_spring-boot-maven-plugin.executions.execution_repackage.configuration.executable,TRUE,ConfigType.BOOLEAN,litemall-wx-api/pom.xml,maven,project.properties.maven.test.skip,TRUE,ConfigType.IP_ADDRESS,pom.xml,maven,partially,FALSE,False,Boolean,Boolean,different options that are not related
value-equality,65,jetlinks-community::::jetlinks-manager/network-manager/pom.xml::::project::::dependencies::::dependency_tcp-component::::groupId::::${project.groupId} <-> jetlinks-community::::jetlinks-standalone/pom.xml::::project::::dependencies::::dependency_authentication-manager::::groupId::::${project.groupId},jetlinks-community,project.dependencies.dependency_tcp-component.groupId,${project.groupId},ConfigType.NAME,jetlinks-manager/network-manager/pom.xml,maven,project.dependencies.dependency_authentication-manager.groupId,${project.groupId},ConfigType.NAME,jetlinks-standalone/pom.xml,maven,correct,Borderline,True,Multi-Maven-Modules,Maven Properties,intended to be equal due to maven properties
value-equality,209,mall::::mall-admin/src/main/resources/application-dev.yml::::spring.datasource.username::::root <-> mall::::mall-search/src/main/resources/application-dev.yml::::spring.datasource.username::::root,mall,spring.datasource.username,root,ConfigType.USERNAME,mall-admin/src/main/resources/application-dev.yml,spring,spring.datasource.username,root,ConfigType.USERNAME,mall-search/src/main/resources/application-dev.yml,spring,correct,Borderline,False,Datasource,Datasource,modules actually do not share datasource unless explicitly stated
value-equality,30,apollo::::apollo-assembly/pom.xml::::project::::dependencies::::dependency_apollo-configservice::::groupId::::com.ctrip.framework.apollo <-> apollo::::apollo-audit/apollo-audit-annotation/pom.xml::::project::::parent_apollo-audit::::groupId::::com.ctrip.framework.apollo,apollo,project.dependencies.dependency_apollo-configservice.groupId,com.ctrip.framework.apollo,ConfigType.NAME,apollo-assembly/pom.xml,maven,project.parent_apollo-audit.groupId,com.ctrip.framework.apollo,ConfigType.NAME,apollo-audit/apollo-audit-annotation/pom.xml,maven,correct,Borderline,True,Multi-Maven-Modules,Project Inheritance,"modules do not specify their own groupID but inherit it from the parent module, whenever the module is used (inheritance, dependency, etc) the groupID has to be the same"
value-equality,289,music-website::::music-manage/package.json::::private::::True <-> music-website::::music-manage/tsconfig.json::::compilerOptions::::allowSyntheticDefaultImports::::True,music-website,private,TRUE,ConfigType.BOOLEAN,music-manage/package.json,nodejs,compilerOptions.allowSyntheticDefaultImports,TRUE,ConfigType.BOOLEAN,music-manage/tsconfig.json,tsconfig,correct,FALSE,False,Boolean,Boolean,different options that are not related
value-equality,199,mall-swarm::::mall-admin/pom.xml::::project::::dependencies::::dependency_feign-okhttp::::artifactId::::feign-okhttp <-> mall-swarm::::mall-auth/pom.xml::::project::::dependencies::::dependency_feign-okhttp::::artifactId::::feign-okhttp,mall-swarm,project.dependencies.dependency_feign-okhttp.artifactId,feign-okhttp,ConfigType.NAME,mall-admin/pom.xml,maven,project.dependencies.dependency_feign-okhttp.artifactId,feign-okhttp,ConfigType.NAME,mall-auth/pom.xml,maven,correct,Borderline,True,Libraries,Maven Dependency,same dependency in different modules has same artifactId
value-equality,224,mall::::pom.xml::::project::::dependencyManagement::::dependencies::::dependency_swagger-annotations::::groupId::::io.swagger <-> mall::::pom.xml::::project::::dependencyManagement::::dependencies::::dependency_swagger-models::::groupId::::io.swagger,mall,project.dependencyManagement.dependencies.dependency_swagger-annotations.groupId,io.swagger,ConfigType.NAME,pom.xml,maven,project.dependencyManagement.dependencies.dependency_swagger-models.groupId,io.swagger,ConfigType.NAME,pom.xml,maven,correct,FALSE,False,Libraries,Maven Dependency,different dependencies can have their own groupID
value-equality,286,music-website::::music-client/package.json::::devDependencies::::@vue/cli-plugin-typescript::::@vue/cli-plugin-typescript:~5.0.0 <-> music-website::::music-manage/package.json::::devDependencies::::@vue/cli-plugin-typescript::::@vue/cli-plugin-typescript:~5.0.0,music-website,devDependencies.@vue/cli-plugin-typescript,@vue/cli-plugin-typescript:~5.0.0,ConfigType.VERSION_NUMBER,music-client/package.json,nodejs,devDependencies.@vue/cli-plugin-typescript,@vue/cli-plugin-typescript:~5.0.0,ConfigType.VERSION_NUMBER,music-manage/package.json,nodejs,correct,Borderline,False,Version Numbers,Library,"modules can import different versions of the same dependency, unless explicitly stateted identical version are likely coincidental, if explicitly stated should be consistent to avoid version inconsistencies across modules"
value-equality,447,spring-boot-admin::::spring-boot-admin-server-cloud/pom.xml::::project::::dependencies::::dependency_spring-boot-configuration-processor::::optional::::true <-> spring-boot-admin::::spring-boot-admin-server-ui/pom.xml::::project::::build::::plugins::::plugin_maven-clean-plugin::::executions::::execution_auto-clean::::configuration::::excludeDefaultDirectories::::true,spring-boot-admin,project.dependencies.dependency_spring-boot-configuration-processor.optional,TRUE,ConfigType.BOOLEAN,spring-boot-admin-server-cloud/pom.xml,maven,project.build.plugins.plugin_maven-clean-plugin.executions.execution_auto-clean.configuration.excludeDefaultDirectories,TRUE,ConfigType.BOOLEAN,spring-boot-admin-server-ui/pom.xml,maven,correct,FALSE,False,Boolean,Boolean,different options that are not related
value-equality,276,music-website::::music-client/package.json::::devDependencies::::@vue/cli-plugin-router::::@vue/cli-plugin-router:~5.0.0 <-> music-website::::music-manage/package.json::::devDependencies::::@vue/cli-plugin-router::::@vue/cli-plugin-router:~5.0.0,music-website,devDependencies.@vue/cli-plugin-router,@vue/cli-plugin-router:~5.0.0,ConfigType.VERSION_NUMBER,music-client/package.json,nodejs,devDependencies.@vue/cli-plugin-router,@vue/cli-plugin-router:~5.0.0,ConfigType.VERSION_NUMBER,music-manage/package.json,nodejs,correct,Borderline,False,Version Numbers,Library,"modules can import different versions of the same dependency, unless explicitly stateted identical version are likely coincidental, if explicitly stated should be consistent to avoid version inconsistencies across modules"
value-equality,130,litemall::::litemall-core/pom.xml::::project::::dependencies::::dependency_weixin-java-miniapp::::groupId::::com.github.binarywang <-> litemall::::litemall-wx-api/pom.xml::::project::::dependencies::::dependency_weixin-java-miniapp::::groupId::::com.github.binarywang,litemall,project.dependencies.dependency_weixin-java-miniapp.groupId,com.github.binarywang,ConfigType.NAME,litemall-core/pom.xml,maven,project.dependencies.dependency_weixin-java-miniapp.groupId,com.github.binarywang,ConfigType.NAME,litemall-wx-api/pom.xml,maven,correct,Borderline,True,Libraries,Maven Dependency,same dependency in different modules lives under same groupId
value-equality,118,litemall::::litemall-core/pom.xml::::project::::parent_litemall::::version::::version:0.1.0 <-> litemall::::pom.xml::::project::::version::::version:0.1.0,litemall,project.parent_litemall.version,version:0.1.0,ConfigType.VERSION_NUMBER,litemall-core/pom.xml,maven,project.version,version:0.1.0,ConfigType.VERSION_NUMBER,pom.xml,maven,correct,TRUE,True,Multi-Maven-Modules,Project Inheritance,version is inherited from parent
value-equality,378,pig::::pom.xml::::project::::properties::::maven.compiler.source::::17 <-> pig::::pom.xml::::project::::properties::::maven.compiler.target::::17,pig,project.properties.maven.compiler.source,17,ConfigType.VERSION_NUMBER,pom.xml,maven,project.properties.maven.compiler.target,17,ConfigType.VERSION_NUMBER,pom.xml,maven,correct,Borderline,False,Version Numbers,JAVA Version,source and target do not have to be identical but they are often set to the same version ensuring that the source code is compatible with the targeted JVM
value-equality,241,mall::::mall-search/pom.xml::::project::::artifactId::::mall-search <-> mall::::pom.xml::::project::::modules::::module::::mall-search,mall,project.artifactId,mall-search,ConfigType.NAME,mall-search/pom.xml,maven,project.modules.module,mall-search,ConfigType.NAME,pom.xml,maven,correct,TRUE,True,Multi-Maven-Modules,Project Aggregation,"project aggregation, module specified with artifactID"
value-equality,20,apollo::::apollo-audit/apollo-audit-annotation/pom.xml::::project::::parent_apollo-audit::::groupId::::com.ctrip.framework.apollo <-> apollo::::apollo-audit/apollo-audit-impl/pom.xml::::project::::dependencies::::dependency_apollo-audit-api::::groupId::::com.ctrip.framework.apollo,apollo,project.parent_apollo-audit.groupId,com.ctrip.framework.apollo,ConfigType.NAME,apollo-audit/apollo-audit-annotation/pom.xml,maven,project.dependencies.dependency_apollo-audit-api.groupId,com.ctrip.framework.apollo,ConfigType.NAME,apollo-audit/apollo-audit-impl/pom.xml,maven,correct,Borderline,True,Multi-Maven-Modules,Project Inheritance,"modules do not specify their own groupID but inherit it from the parent module, whenever the module is used (inheritance, dependency, etc) the groupID has to be the same"
value-equality,237,mall::::document/docker/docker-compose-env.yml::::services::::elasticsearch::::ports::::in::::9200 <-> mall::::document/docker/docker-compose-env.yml::::services::::elasticsearch::::ports::::out::::9200,mall,services.elasticsearch.ports.in,9200,ConfigType.PORT,document/docker/docker-compose-env.yml,docker-compose,services.elasticsearch.ports.out,9200,ConfigType.PORT,document/docker/docker-compose-env.yml,docker-compose,correct,Borderline,False,Port,Port,host and container port can be different
value-equality,115,litemall::::docker/docker-compose.yml::::services::::mysql57::::ports::::in::::3306 <-> litemall::::docker/docker-compose.yml::::services::::mysql57::::ports::::out::::3306,litemall,services.mysql57.ports.in,3306,ConfigType.PORT,docker/docker-compose.yml,docker-compose,services.mysql57.ports.out,3306,ConfigType.PORT,docker/docker-compose.yml,docker-compose,correct,Borderline,False,Port,Port,host and container ports can be different
value-equality,195,mall-swarm::::document/docker/docker-compose-env.yml::::services::::mysql::::environment::::MYSQL_ROOT_PASSWORD::::root <-> mall-swarm::::mall-admin/src/main/resources/application.yml::::spring.datasource.username::::root,mall-swarm,services.mysql.environment.MYSQL_ROOT_PASSWORD,root,ConfigType.PASSWORD,document/docker/docker-compose-env.yml,docker-compose,spring.datasource.username,root,ConfigType.USERNAME,mall-admin/src/main/resources/application.yml,spring,correct,FALSE,False,Datasource,Datasource,different options that are not related
value-equality,329,piggymetrics::::pom.xml::::project::::name::::piggymetrics <-> piggymetrics::::turbine-stream-service/pom.xml::::project::::parent_piggymetrics::::artifactId::::piggymetrics,piggymetrics,project.name,piggymetrics,ConfigType.NAME,pom.xml,maven,project.parent_piggymetrics.artifactId,piggymetrics,ConfigType.NAME,turbine-stream-service/pom.xml,maven,correct,FALSE,False,Generic Names,Names,different options that are not related
value-equality,64,jetlinks-community::::jetlinks-components/configure-component/pom.xml::::project::::dependencies::::dependency_timeseries-component::::groupId::::org.jetlinks.community <-> jetlinks-community::::jetlinks-components/notify-component/notify-email/pom.xml::::project::::parent_notify-component::::groupId::::org.jetlinks.community,jetlinks-community,project.dependencies.dependency_timeseries-component.groupId,org.jetlinks.community,ConfigType.NAME,jetlinks-components/configure-component/pom.xml,maven,project.parent_notify-component.groupId,org.jetlinks.community,ConfigType.NAME,jetlinks-components/notify-component/notify-email/pom.xml,maven,correct,FALSE,True,Multi-Maven-Modules,Project Inheritance,"modules do not specify their own groupID but inherit it from the parent module, whenever the module is used (inheritance, dependency, etc) the groupID has to be the same"
value-equality,187,mall-swarm::::mall-auth/pom.xml::::project::::dependencies::::dependency_nimbus-jose-jwt::::groupId::::com.nimbusds <-> mall-swarm::::pom.xml::::project::::dependencyManagement::::dependencies::::dependency_nimbus-jose-jwt::::groupId::::com.nimbusds,mall-swarm,project.dependencies.dependency_nimbus-jose-jwt.groupId,com.nimbusds,ConfigType.NAME,mall-auth/pom.xml,maven,project.dependencyManagement.dependencies.dependency_nimbus-jose-jwt.groupId,com.nimbusds,ConfigType.NAME,pom.xml,maven,correct,Borderline,True,Libraries,Maven Dependency,same dependency live under same groupId
value-equality,133,litemall::::docker/litemall/Dockerfile::::COPY::::dest::::application.yml <-> litemall::::docker/litemall/Dockerfile::::COPY::::src::::application.yml,litemall,COPY.dest,application.yml,ConfigType.PATH,docker/litemall/Dockerfile,docker,COPY.src,application.yml,ConfigType.PATH,docker/litemall/Dockerfile,docker,correst,FALSE,False,Others,Others,src and dest do not need to be consistent within a dockerfile
value-equality,463,Spring-Cloud-Platform::::ace-modules/ace-sample/pom.xml::::project::::dependencies::::dependency_ace-api::::groupId::::com.github.wxiaoqi <-> Spring-Cloud-Platform::::ace-modules/ace-sample/pom.xml::::project::::parent_ace-modules::::groupId::::com.github.wxiaoqi,Spring-Cloud-Platform,project.dependencies.dependency_ace-api.groupId,com.github.wxiaoqi,ConfigType.NAME,ace-modules/ace-sample/pom.xml,maven,project.parent_ace-modules.groupId,com.github.wxiaoqi,ConfigType.NAME,ace-modules/ace-sample/pom.xml,maven,correct,Borderline,True,Multi-Maven-Modules,Project Inheritance,"modules do not specify their own groupID but inherit it from the parent module, whenever the module is used (inheritance, dependency, etc) the groupID has to be the same"
value-equality,288,music-website::::music-client/tsconfig.json::::compilerOptions::::esModuleInterop::::True <-> music-website::::music-manage/tsconfig.json::::compilerOptions::::sourceMap::::True,music-website,compilerOptions.esModuleInterop,TRUE,ConfigType.BOOLEAN,music-client/tsconfig.json,tsconfig,compilerOptions.sourceMap,TRUE,ConfigType.BOOLEAN,music-manage/tsconfig.json,tsconfig,correct,FALSE,False,Boolean,Boolean,different options that are not related
value-equality,426,spring-boot-admin::::spring-boot-admin-dependencies/pom.xml::::project::::parent_spring-boot-admin::::groupId::::de.codecentric <-> spring-boot-admin::::spring-boot-admin-starter-server/pom.xml::::project::::dependencies::::dependency_spring-boot-admin-server::::groupId::::de.codecentric,spring-boot-admin,project.parent_spring-boot-admin.groupId,de.codecentric,ConfigType.NAME,spring-boot-admin-dependencies/pom.xml,maven,project.dependencies.dependency_spring-boot-admin-server.groupId,de.codecentric,ConfigType.NAME,spring-boot-admin-starter-server/pom.xml,maven,correct,FALSE,True,Multi-Maven-Modules,Project Inheritance,"modules do not specify their own groupID but inherit it from the parent module, whenever the module is used (inheritance, dependency, etc) the groupID has to be the same"
value-equality,102,litemall::::litemall-all-war/pom.xml::::project::::dependencies::::dependency_litemall-admin-api::::groupId::::org.linlinjava <-> litemall::::pom.xml::::project::::groupId::::org.linlinjava,litemall,project.dependencies.dependency_litemall-admin-api.groupId,org.linlinjava,ConfigType.NAME,litemall-all-war/pom.xml,maven,project.groupId,org.linlinjava,ConfigType.NAME,pom.xml,maven,correct,Borderline,True,Multi-Maven-Modules,Project Inheritance,"modules do not specify their own groupID but inherit it from the parent module, whenever the module is used (inheritance, dependency, etc) the groupID has to be the same"
value-equality,15,apollo::::apollo-adminservice/pom.xml::::project::::dependencies::::dependency_spring-cloud-starter-netflix-eureka-server::::scope::::test <-> apollo::::pom.xml::::project::::dependencyManagement::::dependencies::::dependency_awaitility::::scope::::test,apollo,project.dependencies.dependency_spring-cloud-starter-netflix-eureka-server.scope,test,ConfigType.UNKNOWN,apollo-adminservice/pom.xml,maven,project.dependencyManagement.dependencies.dependency_awaitility.scope,test,ConfigType.UNKNOWN,pom.xml,maven,correct,FALSE,False,Libraries,Dependency Scope,different options that are not related
value-equality,158,mall-swarm::::mall-mbg/pom.xml::::project::::parent_mall-swarm::::groupId::::com.macro.mall <-> mall-swarm::::mall-portal/pom.xml::::project::::groupId::::com.macro.mall,mall-swarm,project.parent_mall-swarm.groupId,com.macro.mall,ConfigType.NAME,mall-mbg/pom.xml,maven,project.groupId,com.macro.mall,ConfigType.NAME,mall-portal/pom.xml,maven,correct,Borderline,False,Multi-Maven-Modules,Project Inheritance,"modules specify their own groupID, whenever the module is used (inheritance, dependency, etc) the groupID of the specific modules has to be used as groupID"
value-equality,441,spring-boot-admin::::spring-boot-admin-client/pom.xml::::project::::dependencies::::dependency_spring-webflux::::optional::::true <-> spring-boot-admin::::spring-boot-admin-samples/spring-boot-admin-sample-eureka/docker-compose.yml::::services::::eureka::::environment::::EUREKA_INSTANCE_PREFERIPADDRESS::::true,spring-boot-admin,project.dependencies.dependency_spring-webflux.optional,TRUE,ConfigType.BOOLEAN,spring-boot-admin-client/pom.xml,maven,services.eureka.environment.EUREKA_INSTANCE_PREFERIPADDRESS,TRUE,ConfigType.ENVIRONMENT,spring-boot-admin-samples/spring-boot-admin-sample-eureka/docker-compose.yml,docker-compose,correct,FALSE,False,Boolean,Boolean,different options that are not related
value-equality,212,mall::::mall-common/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-data-redis::::groupId::::org.springframework.boot <-> mall::::mall-demo/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-security::::groupId::::org.springframework.boot,mall,project.dependencies.dependency_spring-boot-starter-data-redis.groupId,org.springframework.boot,ConfigType.NAME,mall-common/pom.xml,maven,project.dependencies.dependency_spring-boot-starter-security.groupId,org.springframework.boot,ConfigType.NAME,mall-demo/pom.xml,maven,correct,FALSE,False,Libraries,Maven Dependency,different dependencies can have their own groupID
value-equality,26,apollo::::apollo-audit/apollo-audit-annotation/pom.xml::::project::::parent_apollo-audit::::version::::version:${revision} <-> apollo::::apollo-audit/apollo-audit-annotation/pom.xml::::project::::version::::version:${revision},apollo,project.parent_apollo-audit.version,version:${revision},ConfigType.VERSION_NUMBER,apollo-audit/apollo-audit-annotation/pom.xml,maven,project.version,version:${revision},ConfigType.VERSION_NUMBER,apollo-audit/apollo-audit-annotation/pom.xml,maven,correct,TRUE,True,Multi-Maven-Modules,Maven Properties,"child POM inherit from parent POM, intended to be consistent"
value-equality,254,music-website::::music-client/tsconfig.json::::compilerOptions::::allowSyntheticDefaultImports::::True <-> music-website::::music-client/tsconfig.json::::compilerOptions::::strict::::True,music-website,compilerOptions.allowSyntheticDefaultImports,TRUE,ConfigType.BOOLEAN,music-client/tsconfig.json,tsconfig,compilerOptions.strict,TRUE,ConfigType.BOOLEAN,music-client/tsconfig.json,tsconfig,correct,FALSE,False,Boolean,Boolean,different options that are not related
value-equality,277,music-website::::music-client/tsconfig.json::::compilerOptions::::allowSyntheticDefaultImports::::True <-> music-website::::music-client/tsconfig.json::::compilerOptions::::forceConsistentCasingInFileNames::::True,music-website,compilerOptions.allowSyntheticDefaultImports,TRUE,ConfigType.BOOLEAN,music-client/tsconfig.json,tsconfig,compilerOptions.forceConsistentCasingInFileNames,TRUE,ConfigType.PATH,music-client/tsconfig.json,tsconfig,partially,FALSE,False,Boolean,Boolean,different options that are not related
value-equality,387,pig::::pig-common/pig-common-bom/pom.xml::::project::::dependencyManagement::::dependencies::::dependency_pig-common-datasource::::groupId::::com.pig4cloud <-> pig::::pig-common/pig-common-log/pom.xml::::project::::dependencies::::dependency_pig-common-core::::groupId::::com.pig4cloud,pig,project.dependencyManagement.dependencies.dependency_pig-common-datasource.groupId,com.pig4cloud,ConfigType.NAME,pig-common/pig-common-bom/pom.xml,maven,project.dependencies.dependency_pig-common-core.groupId,com.pig4cloud,ConfigType.NAME,pig-common/pig-common-log/pom.xml,maven,correct,FALSE,True,Multi-Maven-Modules,Project Inheritance,"modules do not specify their own groupID but inherit it from the parent module, whenever the module is used (inheritance, dependency, etc) the groupID has to be the same"
value-equality,234,mall::::mall-admin/pom.xml::::project::::parent_mall::::artifactId::::mall <-> mall::::mall-portal/pom.xml::::project::::parent_mall::::artifactId::::mall,mall,project.parent_mall.artifactId,mall,ConfigType.NAME,mall-admin/pom.xml,maven,project.parent_mall.artifactId,mall,ConfigType.NAME,mall-portal/pom.xml,maven,correct,Borderline,True,Multi-Maven-Modules,Project Inheritance,submodules have to specify artifatId of parent module
value-equality,170,mall-swarm::::mall-monitor/pom.xml::::project::::build::::plugins::::plugin_docker-maven-plugin::::groupId::::io.fabric8 <-> mall-swarm::::mall-search/pom.xml::::project::::build::::plugins::::plugin_docker-maven-plugin::::groupId::::io.fabric8,mall-swarm,project.build.plugins.plugin_docker-maven-plugin.groupId,io.fabric8,ConfigType.NAME,mall-monitor/pom.xml,maven,project.build.plugins.plugin_docker-maven-plugin.groupId,io.fabric8,ConfigType.NAME,mall-search/pom.xml,maven,correct,Borderline,True,Libraries,Maven Plugins,same plugins in different modules live under the same group id
value-equality,144,litemall::::litemall-all/pom.xml::::project::::artifactId::::litemall-all <-> litemall::::pom.xml::::project::::modules::::module::::litemall-all,litemall,project.artifactId,litemall-all,ConfigType.NAME,litemall-all/pom.xml,maven,project.modules.module,litemall-all,ConfigType.NAME,pom.xml,maven,correct,TRUE,True,Multi-Maven-Modules,Project Aggregation,"project aggregation, module specified with artifactID"
value-equality,337,piggymetrics::::auth-service/Dockerfile::::FROM::::java:8-jre <-> piggymetrics::::statistics-service/Dockerfile::::FROM::::java:8-jre,piggymetrics,FROM,java:8-jre,ConfigType.UNKNOWN,auth-service/Dockerfile,docker,FROM,java:8-jre,ConfigType.UNKNOWN,statistics-service/Dockerfile,docker,correct,FALSE,False,Independent Components,Different Dockerfiles,Dockerfiles does not depend on each other
value-equality,278,music-website::::music-manage/tsconfig.json::::compilerOptions::::allowSyntheticDefaultImports::::True <-> music-website::::music-manage/tsconfig.json::::compilerOptions::::forceConsistentCasingInFileNames::::True,music-website,compilerOptions.allowSyntheticDefaultImports,TRUE,ConfigType.BOOLEAN,music-manage/tsconfig.json,tsconfig,compilerOptions.forceConsistentCasingInFileNames,TRUE,ConfigType.PATH,music-manage/tsconfig.json,tsconfig,partially,FALSE,False,Boolean,Boolean,different options that are not related
